"","x"
"2712"," 20
"
"2713"," 5120
"
"2714"," 5376
"
"2715"," 5355
"
"2716"," 5140
"
"2717"," 5120
"
"2718"," 217
"
"2719"," 
"
"2720"," Ursaring
"
"2721"," Field
"
"2722"," —
"
"2723"," 20
"
"2724"," 5120
"
"2725"," 5376
"
"2726"," 5355
"
"2727"," 5140
"
"2728"," 5120
"
"2729"," 218
"
"2730"," 
"
"2731"," Slugma
"
"2732"," Amorphous
"
"2733"," —
"
"2734"," 20
"
"2735"," 5120
"
"2736"," 5376
"
"2737"," 5355
"
"2738"," 5140
"
"2739"," 5120
"
"2740"," 219
"
"2741"," 
"
"2742"," Magcargo
"
"2743"," Amorphous
"
"2744"," —
"
"2745"," 20
"
"2746"," 5120
"
"2747"," 5376
"
"2748"," 5355
"
"2749"," 5140
"
"2750"," 5120
"
"2751"," 220
"
"2752"," 
"
"2753"," Swinub
"
"2754"," Field
"
"2755"," —
"
"2756"," 20
"
"2757"," 5120
"
"2758"," 5376
"
"2759"," 5355
"
"2760"," 5140
"
"2761"," 5120
"
"2762"," 221
"
"2763"," 
"
"2764"," Piloswine
"
"2765"," Field
"
"2766"," —
"
"2767"," 20
"
"2768"," 5120
"
"2769"," 5376
"
"2770"," 5355
"
"2771"," 5140
"
"2772"," 5120
"
"2773"," 473
"
"2774"," 
"
"2775"," Mamoswine
"
"2776"," Field
"
"2777"," —
"
"2778"," 20
"
"2779"," —
"
"2780"," —
"
"2781"," 5355
"
"2782"," 5140
"
"2783"," 5120
"
"2784"," 222
"
"2785"," 
"
"2786"," Corsola
"
"2787"," Water 1
"
"2788"," Water 3
"
"2789"," 20
"
"2790"," 5120
"
"2791"," 5376
"
"2792"," 5355
"
"2793"," 5140
"
"2794"," 5120
"
"2795"," 223
"
"2796"," 
"
"2797"," Remoraid
"
"2798"," Water 1
"
"2799"," Water 2
"
"2800"," 20
"
"2801"," 5120
"
"2802"," 5376
"
"2803"," 5355
"
"2804"," 5140
"
"2805"," 5120
"
"2806"," 224
"
"2807"," 
"
"2808"," Octillery
"
"2809"," Water 1
"
"2810"," Water 2
"
"2811"," 20
"
"2812"," 5120
"
"2813"," 5376
"
"2814"," 5355
"
"2815"," 5140
"
"2816"," 5120
"
"2817"," 225
"
"2818"," 
"
"2819"," Delibird
"
"2820"," Water 1
"
"2821"," Field
"
"2822"," 20
"
"2823"," 5120
"
"2824"," 5376
"
"2825"," 5355
"
"2826"," 5140
"
"2827"," 5120
"
"2828"," 458
"
"2829"," 
"
"2830"," Mantyke
"
"2831"," Undiscovered
"
"2832"," —
"
"2833"," 25
"
"2834"," —
"
"2835"," —
"
"2836"," 6630
"
"2837"," 6425
"
"2838"," 6400
"
"2839"," 226
"
"2840"," 
"
"2841"," Mantine
"
"2842"," Water 1
"
"2843"," —
"
"2844"," 25
"
"2845"," 6400
"
"2846"," 6656
"
"2847"," 6630
"
"2848"," 6425
"
"2849"," 6400
"
"2850"," 227
"
"2851"," 
"
"2852"," Skarmory
"
"2853"," Flying
"
"2854"," —
"
"2855"," 25
"
"2856"," 6400
"
"2857"," 6656
"
"2858"," 6630
"
"2859"," 6425
"
"2860"," 6400
"
"2861"," 228
"
"2862"," 
"
"2863"," Houndour
"
"2864"," Field
"
"2865"," —
"
"2866"," 20
"
"2867"," 5120
"
"2868"," 5376
"
"2869"," 5355
"
"2870"," 5140
"
"2871"," 5120
"
"2872"," 229
"
"2873"," 
"
"2874"," Houndoom
"
"2875"," Field
"
"2876"," —
"
"2877"," 20
"
"2878"," 5120
"
"2879"," 5376
"
"2880"," 5355
"
"2881"," 5140
"
"2882"," 5120
"
"2883"," 231
"
"2884"," 
"
"2885"," Phanpy
"
"2886"," Field
"
"2887"," —
"
"2888"," 20
"
"2889"," 5120
"
"2890"," 5376
"
"2891"," 5355
"
"2892"," 5140
"
"2893"," 5120
"
"2894"," 232
"
"2895"," 
"
"2896"," Donphan
"
"2897"," Field
"
"2898"," —
"
"2899"," 20
"
"2900"," 5120
"
"2901"," 5376
"
"2902"," 5355
"
"2903"," 5140
"
"2904"," 5120
"
"2905"," 234
"
"2906"," 
"
"2907"," Stantler
"
"2908"," Field
"
"2909"," —
"
"2910"," 20
"
"2911"," 5120
"
"2912"," 5376
"
"2913"," 5355
"
"2914"," 5140
"
"2915"," 5120
"
"2916"," 235
"
"2917"," 
"
"2918"," Smeargle
"
"2919"," Field
"
"2920"," —
"
"2921"," 20
"
"2922"," 5120
"
"2923"," 5376
"
"2924"," 5355
"
"2925"," 5140
"
"2926"," 5120
"
"2927"," 241
"
"2928"," 
"
"2929"," Miltank
"
"2930"," Field
"
"2931"," —
"
"2932"," 20
"
"2933"," 5120
"
"2934"," 5376
"
"2935"," 5355
"
"2936"," 5140
"
"2937"," 5120
"
"2938"," 243
"
"2939"," 
"
"2940"," Raikou
"
"2941"," Undiscovered
"
"2942"," —
"
"2943"," 80
"
"2944"," 20480
"
"2945"," 20736
"
"2946"," 20655
"
"2947"," 20560
"
"2948"," 20480
"
"2949"," 244
"
"2950"," 
"
"2951"," Entei
"
"2952"," Undiscovered
"
"2953"," —
"
"2954"," 80
"
"2955"," 20480
"
"2956"," 20736
"
"2957"," 20655
"
"2958"," 20560
"
"2959"," 20480
"
"2960"," 245
"
"2961"," 
"
"2962"," Suicune
"
"2963"," Undiscovered
"
"2964"," —
"
"2965"," 80
"
"2966"," 20480
"
"2967"," 20736
"
"2968"," 20655
"
"2969"," 20560
"
"2970"," 20480
"
"2971"," 246
"
"2972"," 
"
"2973"," Larvitar
"
"2974"," Monster
"
"2975"," —
"
"2976"," 40
"
"2977"," 10240
"
"2978"," 10496
"
"2979"," 10455
"
"2980"," 10280
"
"2981"," 10240
"
"2982"," 247
"
"2983"," 
"
"2984"," Pupitar
"
"2985"," Monster
"
"2986"," —
"
"2987"," 40
"
"2988"," 10240
"
"2989"," 10496
"
"2990"," 10455
"
"2991"," 10280
"
"2992"," 10240
"
"2993"," 248
"
"2994"," 
"
"2995"," Tyranitar
"
"2996"," Monster
"
"2997"," —
"
"2998"," 40
"
"2999"," 10240
"
"3000"," 10496
"
"3001"," 10455
"
"3002"," 10280
"
"3003"," 10240
"
"3004"," 249
"
"3005"," 
"
"3006"," Lugia
"
"3007"," Undiscovered
"
"3008"," —
"
"3009"," 120
"
"3010"," 30720
"
"3011"," 30976
"
"3012"," 30855
"
"3013"," 30840
"
"3014"," 30720
"
"3015"," 250
"
"3016"," 
"
"3017"," Ho-Oh
"
"3018"," Undiscovered
"
"3019"," —
"
"3020"," 120
"
"3021"," 30720
"
"3022"," 30976
"
"3023"," 30855
"
"3024"," 30840
"
"3025"," 30720
"
"3026"," 251
"
"3027"," 
"
"3028"," Celebi
"
"3029"," Undiscovered
"
"3030"," —
"
"3031"," 120
"
"3032"," 30720
"
"3033"," 30976
"
"3034"," 30855
"
"3035"," 30840
"
"3036"," 30720
"
"3037"," 252
"
"3038"," 
"
"3039"," Treecko
"
"3040"," Monster
"
"3041"," Dragon
"
"3042"," 20
"
"3043"," —
"
"3044"," 5376
"
"3045"," 5355
"
"3046"," 5140
"
"3047"," 5120
"
"3048"," 253
"
"3049"," 
"
"3050"," Grovyle
"
"3051"," Monster
"
"3052"," Dragon
"
"3053"," 20
"
"3054"," —
"
"3055"," 5376
"
"3056"," 5355
"
"3057"," 5140
"
"3058"," 5120
"
"3059"," 254
"
"3060"," 
"
"3061"," Sceptile
"
"3062"," Monster
"
"3063"," Dragon
"
"3064"," 20
"
"3065"," —
"
"3066"," 5376
"
"3067"," 5355
"
"3068"," 5140
"
"3069"," 5120
"
"3070"," 255
"
"3071"," 
"
"3072"," Torchic
"
"3073"," Field
"
"3074"," —
"
"3075"," 20
"
"3076"," —
"
"3077"," 5376
"
"3078"," 5355
"
"3079"," 5140
"
"3080"," 5120
"
"3081"," 256
"
"3082"," 
"
"3083"," Combusken
"
"3084"," Field
"
"3085"," —
"
"3086"," 20
"
"3087"," —
"
"3088"," 5376
"
"3089"," 5355
"
"3090"," 5140
"
"3091"," 5120
"
"3092"," 257
"
"3093"," 
"
"3094"," Blaziken
"
"3095"," Field
"
"3096"," —
"
"3097"," 20
"
"3098"," —
"
"3099"," 5376
"
"3100"," 5355
"
"3101"," 5140
"
"3102"," 5120
"
"3103"," 258
"
"3104"," 
"
"3105"," Mudkip
"
"3106"," Monster
"
"3107"," Water 1
"
"3108"," 20
"
"3109"," —
"
"3110"," 5376
"
"3111"," 5355
"
"3112"," 5140
"
"3113"," 5120
"
"3114"," 259
"
"3115"," 
"
"3116"," Marshtomp
"
"3117"," Monster
"
"3118"," Water 1
"
"3119"," 20
"
"3120"," —
"
"3121"," 5376
"
"3122"," 5355
"
"3123"," 5140
"
"3124"," 5120
"
"3125"," 260
"
"3126"," 
"
"3127"," Swampert
"
"3128"," Monster
"
"3129"," Water 1
"
"3130"," 20
"
"3131"," —
"
"3132"," 5376
"
"3133"," 5355
"
"3134"," 5140
"
"3135"," 5120
"
"3136"," 261
"
"3137"," 
"
"3138"," Poochyena
"
"3139"," Field
"
"3140"," —
"
"3141"," 15
"
"3142"," —
"
"3143"," 4096
"
"3144"," 4080
"
"3145"," 3855
"
"3146"," 3840
"
"3147"," 262
"
"3148"," 
"
"3149"," Mightyena
"
"3150"," Field
"
"3151"," —
"
"3152"," 15
"
"3153"," —
"
"3154"," 4096
"
"3155"," 4080
"
"3156"," 3855
"
"3157"," 3840
"
"3158"," 263
"
"3159"," 
"
"3160"," Zigzagoon
"
"3161"," Field
"
"3162"," —
"
"3163"," 15
"
"3164"," —
"
"3165"," 4096
"
"3166"," 4080
"
"3167"," 3855
"
"3168"," 3840
"
"3169"," 264
"
"3170"," 
"
"3171"," Linoone
"
"3172"," Field
"
"3173"," —
"
"3174"," 15
"
"3175"," —
"
"3176"," 4096
"
"3177"," 4080
"
"3178"," 3855
"
"3179"," 3840
"
"3180"," 265
"
"3181"," 
"
"3182"," Wurmple
"
"3183"," Bug
"
"3184"," —
"
"3185"," 15
"
"3186"," —
"
"3187"," 4096
"
"3188"," 4080
"
"3189"," 3855
"
"3190"," 3840
"
"3191"," 266
"
"3192"," 
"
"3193"," Silcoon
"
"3194"," Bug
"
"3195"," —
"
"3196"," 15
"
"3197"," —
"
"3198"," 4096
"
"3199"," 4080
"
"3200"," 3855
"
"3201"," 3840
"
"3202"," 267
"
"3203"," 
"
"3204"," Beautifly
"
"3205"," Bug
"
"3206"," —
"
"3207"," 15
"
"3208"," —
"
"3209"," 4096
"
"3210"," 4080
"
"3211"," 3855
"
"3212"," 3840
"
"3213"," 268
"
"3214"," 
"
"3215"," Cascoon
"
"3216"," Bug
"
"3217"," —
"
"3218"," 15
"
"3219"," —
"
"3220"," 4096
"
"3221"," 4080
"
"3222"," 3855
"
"3223"," 3840
"
"3224"," 269
"
"3225"," 
"
"3226"," Dustox
"
"3227"," Bug
"
"3228"," —
"
"3229"," 15
"
"3230"," —
"
"3231"," 4096
"
"3232"," 4080
"
"3233"," 3855
"
"3234"," 3840
"
"3235"," 270
"
"3236"," 
"
"3237"," Lotad
"
"3238"," Water 1
"
"3239"," Grass
"
"3240"," 15
"
"3241"," —
"
"3242"," 4096
"
"3243"," 4080
"
"3244"," 3855
"
"3245"," 3840
"
"3246"," 271
"
"3247"," 
"
"3248"," Lombre
"
"3249"," Water 1
"
"3250"," Grass
"
"3251"," 15
"
"3252"," —
"
"3253"," 4096
"
"3254"," 4080
"
"3255"," 3855
"
"3256"," 3840
"
"3257"," 272
"
"3258"," 
"
"3259"," Ludicolo
"
"3260"," Water 1
"
"3261"," Grass
"
"3262"," 15
"
"3263"," —
"
"3264"," 4096
"
"3265"," 4080
"
"3266"," 3855
"
"3267"," 3840
"
"3268"," 273
"
"3269"," 
"
"3270"," Seedot
"
"3271"," Field
"
"3272"," Grass
"
"3273"," 15
"
"3274"," —
"
"3275"," 4096
"
"3276"," 4080
"
"3277"," 3855
"
"3278"," 3840
"
"3279"," 274
"
"3280"," 
"
"3281"," Nuzleaf
"
"3282"," Field
"
"3283"," Grass
"
"3284"," 15
"
"3285"," —
"
"3286"," 4096
"
"3287"," 4080
"
"3288"," 3855
"
"3289"," 3840
"
"3290"," 275
"
"3291"," 
"
"3292"," Shiftry
"
"3293"," Field
"
"3294"," Grass
"
"3295"," 15
"
"3296"," —
"
"3297"," 4096
"
"3298"," 4080
"
"3299"," 3855
"
"3300"," 3840
"
"3301"," 276
"
"3302"," 
"
"3303"," Taillow
"
"3304"," Flying
"
"3305"," —
"
"3306"," 15
"
"3307"," —
"
"3308"," 4096
"
"3309"," 4080
"
"3310"," 3855
"
"3311"," 3840
"
"3312"," 277
"
"3313"," 
"
"3314"," Swellow
"
"3315"," Flying
"
"3316"," —
"
"3317"," 15
"
"3318"," —
"
"3319"," 4096
"
"3320"," 4080
"
"3321"," 3855
"
"3322"," 3840
"
"3323"," 278
"
"3324"," 
"
"3325"," Wingull
"
"3326"," Water 1
"
"3327"," Flying
"
"3328"," 20
"
"3329"," —
"
"3330"," 5376
"
"3331"," 5355
"
"3332"," 5140
"
"3333"," 5120
"
"3334"," 279
"
"3335"," 
"
"3336"," Pelipper
"
"3337"," Water 1
"
"3338"," Flying
"
"3339"," 20
"
"3340"," —
"
"3341"," 5376
"
"3342"," 5355
"
"3343"," 5140
"
"3344"," 5120
"
"3345"," 280
"
"3346"," 
"
"3347"," Ralts
"
"3348"," Human-Like*
"
"3349"," Amorphous
"
"3350"," 20
"
"3351"," —
"
"3352"," 5376
"
"3353"," 5355
"
"3354"," 5140
"
"3355"," 5120
"
"3356"," 281
"
"3357"," 
"
"3358"," Kirlia
"
"3359"," Human-Like*
"
"3360"," Amorphous
"
"3361"," 20
"
"3362"," —
"
"3363"," 5376
"
"3364"," 5355
"
"3365"," 5140
"
"3366"," 5120
"
"3367"," 282
"
"3368"," 
"
"3369"," Gardevoir
"
"3370"," Human-Like*
"
"3371"," Amorphous
"
"3372"," 20
"
"3373"," —
"
"3374"," 5376
"
"3375"," 5355
"
"3376"," 5140
"
"3377"," 5120
"
"3378"," 475
"
"3379"," 
"
"3380"," Gallade
"
"3381"," Human-Like*
"
"3382"," Amorphous
"
"3383"," 20
"
"3384"," —
"
"3385"," —
"
"3386"," 5355
"
"3387"," 5140
"
"3388"," 5120
"
"3389"," 283
"
"3390"," 
"
"3391"," Surskit
"
"3392"," Water 1
"
"3393"," Bug
"
"3394"," 15
"
"3395"," —
"
"3396"," 4096
"
"3397"," 4080
"
"3398"," 3855
"
"3399"," 3840
"
"3400"," 284
"
"3401"," 
"
"3402"," Masquerain
"
"3403"," Water 1
"
"3404"," Bug
"
"3405"," 15
"
"3406"," —
"
"3407"," 4096
"
"3408"," 4080
"
"3409"," 3855
"
"3410"," 3840
"
"3411"," 285
"
"3412"," 
"
"3413"," Shroomish
"
"3414"," Fairy
"
"3415"," Grass
"
"3416"," 15
"
"3417"," —
"
"3418"," 4096
"
"3419"," 4080
"
"3420"," 3855
"
"3421"," 3840
"
"3422"," 286
"
"3423"," 
"
"3424"," Breloom
"
"3425"," Fairy
"
"3426"," Grass
"
"3427"," 15
"
"3428"," —
"
"3429"," 4096
"
"3430"," 4080
"
"3431"," 3855
"
"3432"," 3840
"
"3433"," 287
"
"3434"," 
"
"3435"," Slakoth
"
"3436"," Field
"
"3437"," —
"
"3438"," 15
"
"3439"," —
"
"3440"," 4096
"
"3441"," 4080
"
"3442"," 3855
"
"3443"," 3840
"
"3444"," 288
"
"3445"," 
"
"3446"," Vigoroth
"
"3447"," Field
"
"3448"," —
"
"3449"," 15
"
"3450"," —
"
"3451"," 4096
"
"3452"," 4080
"
"3453"," 3855
"
"3454"," 3840
"
"3455"," 289
"
"3456"," 
"
"3457"," Slaking
"
"3458"," Field
"
"3459"," —
"
"3460"," 15
"
"3461"," —
"
"3462"," 4096
"
"3463"," 4080
"
"3464"," 3855
"
"3465"," 3840
"
"3466"," 290
"
"3467"," 
"
"3468"," Nincada
"
"3469"," Bug
"
"3470"," —
"
"3471"," 15
"
"3472"," —
"
"3473"," 4096
"
"3474"," 4080
"
"3475"," 3855
"
"3476"," 3840
"
"3477"," 291
"
"3478"," 
"
"3479"," Ninjask
"
"3480"," Bug
"
"3481"," —
"
"3482"," 15
"
"3483"," —
"
"3484"," 4096
"
"3485"," 4080
"
"3486"," 3855
"
"3487"," 3840
"
"3488"," 292
"
"3489"," 
"
"3490"," Shedinja
"
"3491"," Mineral
"
"3492"," —
"
"3493"," 15
"
"3494"," —
"
"3495"," 4096
"
"3496"," 4080
"
"3497"," 3855
"
"3498"," 3840
"
"3499"," 293
"
"3500"," 
"
"3501"," Whismur
"
"3502"," Monster
"
"3503"," Field
"
"3504"," 20
"
"3505"," —
"
"3506"," 5376
"
"3507"," 5355
"
"3508"," 5140
"
"3509"," 5120
"
"3510"," 294
"
"3511"," 
"
"3512"," Loudred
"
"3513"," Monster
"
"3514"," Field
"
"3515"," 20
"
"3516"," —
"
"3517"," 5376
"
"3518"," 5355
"
"3519"," 5140
"
"3520"," 5120
"
"3521"," 295
"
"3522"," 
"
"3523"," Exploud
"
"3524"," Monster
"
"3525"," Field
"
"3526"," 20
"
"3527"," —
"
"3528"," 5376
"
"3529"," 5355
"
"3530"," 5140
"
"3531"," 5120
"
"3532"," 296
"
"3533"," 
"
"3534"," Makuhita
"
"3535"," Human-Like
"
"3536"," —
"
"3537"," 20
"
"3538"," —
"
"3539"," 5376
"
"3540"," 5355
"
"3541"," 5140
"
"3542"," 5120
"
"3543"," 297
"
"3544"," 
"
"3545"," Hariyama
"
"3546"," Human-Like
"
"3547"," —
"
"3548"," 20
"
"3549"," —
"
"3550"," 5376
"
"3551"," 5355
"
"3552"," 5140
"
"3553"," 5120
"
"3554"," 299
"
"3555"," 
"
"3556"," Nosepass
"
"3557"," Mineral
"
"3558"," —
"
"3559"," 20
"
"3560"," —
"
"3561"," 5376
"
"3562"," 5355
"
"3563"," 5140
"
"3564"," 5120
"
"3565"," 476
"
"3566"," 
"
"3567"," Probopass
"
"3568"," Mineral
"
"3569"," —
"
"3570"," 20
"
"3571"," —
"
"3572"," —
"
"3573"," 5355
"
"3574"," 5140
"
"3575"," 5120
"
"3576"," 300
"
"3577"," 
"
"3578"," Skitty
"
"3579"," Field
"
"3580"," Fairy
"
"3581"," 15
"
"3582"," —
"
"3583"," 4096
"
"3584"," 4080
"
"3585"," 3855
"
"3586"," 3840
"
"3587"," 301
"
"3588"," 
"
"3589"," Delcatty
"
"3590"," Field
"
"3591"," Fairy
"
"3592"," 15
"
"3593"," —
"
"3594"," 4096
"
"3595"," 4080
"
"3596"," 3855
"
"3597"," 3840
"
"3598"," 302
"
"3599"," 
"
"3600"," Sableye
"
"3601"," Human-Like
"
"3602"," —
"
"3603"," 25
"
"3604"," —
"
"3605"," 6656
"
"3606"," 6630
"
"3607"," 6425
"
"3608"," 6400
"
"3609"," 303
"
"3610"," 
"
"3611"," Mawile
"
"3612"," Field
"
"3613"," Fairy
"
"3614"," 20
"
"3615"," —
"
"3616"," 5376
"
"3617"," 5355
"
"3618"," 5140
"
"3619"," 5120
"
"3620"," 304
"
"3621"," 
"
"3622"," Aron
"
"3623"," Monster
"
"3624"," —
"
"3625"," 35
"
"3626"," —
"
"3627"," 9216
"
"3628"," 9180
"
"3629"," 8995
"
"3630"," 8960
"
"3631"," 305
"
"3632"," 
"
"3633"," Lairon
"
"3634"," Monster
"
"3635"," —
"
"3636"," 35
"
"3637"," —
"
"3638"," 9216
"
"3639"," 9180
"
"3640"," 8995
"
"3641"," 8960
"
"3642"," 306
"
"3643"," 
"
"3644"," Aggron
"
"3645"," Monster
"
"3646"," —
"
"3647"," 35
"
"3648"," —
"
"3649"," 9216
"
"3650"," 9180
"
"3651"," 8995
"
"3652"," 8960
"
"3653"," 307
"
"3654"," 
"
"3655"," Meditite
"
"3656"," Human-Like
"
"3657"," —
"
"3658"," 20
"
"3659"," —
"
"3660"," 5376
"
"3661"," 5355
"
"3662"," 5140
"
"3663"," 5120
"
"3664"," 308
"
"3665"," 
"
"3666"," Medicham
"
"3667"," Human-Like
"
"3668"," —
"
"3669"," 20
"
"3670"," —
"
"3671"," 5376
"
"3672"," 5355
"
"3673"," 5140
"
"3674"," 5120
"
"3675"," 309
"
"3676"," 
"
"3677"," Electrike
"
"3678"," Field
"
"3679"," —
"
"3680"," 20
"
"3681"," —
"
"3682"," 5376
"
"3683"," 5355
"
"3684"," 5140
"
"3685"," 5120
"
"3686"," 310
"
"3687"," 
"
"3688"," Manectric
"
"3689"," Field
"
"3690"," —
"
"3691"," 20
"
"3692"," —
"
"3693"," 5376
"
"3694"," 5355
"
"3695"," 5140
"
"3696"," 5120
"
"3697"," 311
"
"3698"," 
"
"3699"," Plusle
"
"3700"," Fairy
"
"3701"," —
"
"3702"," 20
"
"3703"," —
"
"3704"," 5376
"
"3705"," 5355
"
"3706"," 5140
"
"3707"," 5120
"
"3708"," 312
"
"3709"," 
"
"3710"," Minun
"
"3711"," Fairy
"
"3712"," —
"
"3713"," 20
"
"3714"," —
"
"3715"," 5376
"
"3716"," 5355
"
"3717"," 5140
"
"3718"," 5120
"
"3719"," 313
"
"3720"," 
"
"3721"," Volbeat
"
"3722"," Bug
"
"3723"," Human-Like
"
"3724"," 15
"
"3725"," —
"
"3726"," 4096
"
"3727"," 4080
"
"3728"," 3855
"
"3729"," 3840
"
"3730"," 314
"
"3731"," 
"
"3732"," Illumise
"
"3733"," Bug
"
"3734"," Human-Like
"
"3735"," 15
"
"3736"," —
"
"3737"," 4096
"
"3738"," 4080
"
"3739"," 3855
"
"3740"," 3840
"
"3741"," 406
"
"3742"," 
"
"3743"," Budew
"
"3744"," Undiscovered
"
"3745"," —
"
"3746"," 20
"
"3747"," —
"
"3748"," —
"
"3749"," 5355
"
"3750"," 5140
"
"3751"," 5120
"
"3752"," 315
"
"3753"," 
"
"3754"," Roselia
"
"3755"," Fairy
"
"3756"," Grass
"
"3757"," 20
"
"3758"," —
"
"3759"," 5376
"
"3760"," 5355
"
"3761"," 5140
"
"3762"," 5120
"
"3763"," 407
"
"3764"," 
"
"3765"," Roserade
"
"3766"," Fairy
"
"3767"," Grass
"
"3768"," 20
"
"3769"," —
"
"3770"," —
"
"3771"," 5355
"
"3772"," 5140
"
"3773"," 5120
"
"3774"," 316
"
"3775"," 
"
"3776"," Gulpin
"
"3777"," Amorphous
"
"3778"," —
"
"3779"," 20
"
"3780"," —
"
"3781"," 5376
"
"3782"," 5355
"
"3783"," 5140
"
"3784"," 5120
"
"3785"," 317
"
"3786"," 
"
"3787"," Swalot
"
"3788"," Amorphous
"
"3789"," —
"
"3790"," 20
"
"3791"," —
"
"3792"," 5376
"
"3793"," 5355
"
"3794"," 5140
"
"3795"," 5120
"
"3796"," 318
"
"3797"," 
"
"3798"," Carvanha
"
"3799"," Water 2
"
"3800"," —
"
"3801"," 20
"
"3802"," —
"
"3803"," 5376
"
"3804"," 5355
"
"3805"," 5140
"
"3806"," 5120
"
"3807"," 319
"
"3808"," 
"
"3809"," Sharpedo
"
"3810"," Water 2
"
"3811"," —
"
"3812"," 20
"
"3813"," —
"
"3814"," 5376
"
"3815"," 5355
"
"3816"," 5140
"
"3817"," 5120
"
"3818"," 320
"
"3819"," 
"
"3820"," Wailmer
"
"3821"," Field
"
"3822"," Water 2
"
"3823"," 40
"
"3824"," —
"
"3825"," 10496
"
"3826"," 10455
"
"3827"," 10280
"
"3828"," 10240
"
"3829"," 321
"
"3830"," 
"
"3831"," Wailord
"
"3832"," Field
"
"3833"," Water 2
"
"3834"," 40
"
"3835"," —
"
"3836"," 10496
"
"3837"," 10455
"
"3838"," 10280
"
"3839"," 10240
"
"3840"," 322
"
"3841"," 
"
"3842"," Numel
"
"3843"," Field
"
"3844"," —
"
"3845"," 20
"
"3846"," —
"
"3847"," 5376
"
"3848"," 5355
"
"3849"," 5140
"
"3850"," 5120
"
"3851"," 323
"
"3852"," 
"
"3853"," Camerupt
"
"3854"," Field
"
"3855"," —
"
"3856"," 20
"
"3857"," —
"
"3858"," 5376
"
"3859"," 5355
"
"3860"," 5140
"
"3861"," 5120
"
"3862"," 324
"
"3863"," 
"
"3864"," Torkoal
"
"3865"," Field
"
"3866"," —
"
"3867"," 20
"
"3868"," —
"
"3869"," 5376
"
"3870"," 5355
"
"3871"," 5140
"
"3872"," 5120
"
"3873"," 325
"
"3874"," 
"
"3875"," Spoink
"
"3876"," Field
"
"3877"," —
"
"3878"," 20
"
"3879"," —
"
"3880"," 5376
"
"3881"," 5355
"
"3882"," 5140
"
"3883"," 5120
"
"3884"," 326
"
"3885"," 
"
"3886"," Grumpig
"
"3887"," Field
"
"3888"," —
"
"3889"," 20
"
"3890"," —
"
"3891"," 5376
"
"3892"," 5355
"
"3893"," 5140
"
"3894"," 5120
"
"3895"," 327
"
"3896"," 
"
"3897"," Spinda
"
"3898"," Field
"
"3899"," Human-Like
"
"3900"," 15
"
"3901"," —
"
"3902"," 4096
"
"3903"," 4080
"
"3904"," 3855
"
"3905"," 3840
"
"3906"," 328
"
"3907"," 
"
"3908"," Trapinch
"
"3909"," Bug
"
"3910"," Dragon*
"
"3911"," 20
"
"3912"," —
"
"3913"," 5376
"
"3914"," 5355
"
"3915"," 5140
"
"3916"," 5120
"
"3917"," 329
"
"3918"," 
"
"3919"," Vibrava
"
"3920"," Bug
"
"3921"," Dragon*
"
"3922"," 20
"
"3923"," —
"
"3924"," 5376
"
"3925"," 5355
"
"3926"," 5140
"
"3927"," 5120
"
"3928"," 330
"
"3929"," 
"
"3930"," Flygon
"
"3931"," Bug
"
"3932"," Dragon*
"
"3933"," 20
"
"3934"," —
"
"3935"," 5376
"
"3936"," 5355
"
"3937"," 5140
"
"3938"," 5120
"
"3939"," 331
"
"3940"," 
"
"3941"," Cacnea
"
"3942"," Grass
"
"3943"," Human-Like
"
"3944"," 20
"
"3945"," —
"
"3946"," 5376
"
"3947"," 5355
"
"3948"," 5140
"
"3949"," 5120
"
"3950"," 332
"
"3951"," 
"
"3952"," Cacturne
"
"3953"," Grass
"
"3954"," Human-Like
"
"3955"," 20
"
"3956"," —
"
"3957"," 5376
"
"3958"," 5355
"
"3959"," 5140
"
"3960"," 5120
"
"3961"," 333
"
"3962"," 
"
"3963"," Swablu
"
"3964"," Flying
"
"3965"," Dragon
"
"3966"," 20
"
"3967"," —
"
"3968"," 5376
"
"3969"," 5355
"
"3970"," 5140
"
"3971"," 5120
"
"3972"," 334
"
"3973"," 
"
"3974"," Altaria
"
"3975"," Flying
"
"3976"," Dragon
"
"3977"," 20
"
"3978"," —
"
"3979"," 5376
"
"3980"," 5355
"
"3981"," 5140
"
"3982"," 5120
"
"3983"," 335
"
"3984"," 
"
"3985"," Zangoose
"
"3986"," Field
"
"3987"," —
"
"3988"," 20
"
"3989"," —
"
"3990"," 5376
"
"3991"," 5355
"
"3992"," 5140
"
"3993"," 5120
"
"3994"," 336
"
"3995"," 
"
"3996"," Seviper
"
"3997"," Field
"
"3998"," Dragon
"
"3999"," 20
"
"4000"," —
"
"4001"," 5376
"
"4002"," 5355
"
"4003"," 5140
"
"4004"," 5120
"
"4005"," 337
"
"4006"," 
"
"4007"," Lunatone
"
"4008"," Mineral
"
"4009"," —
"
"4010"," 25
"
"4011"," —
"
"4012"," 6656
"
"4013"," 6630
"
"4014"," 6425
"
"4015"," 6400
"
"4016"," 338
"
"4017"," 
"
"4018"," Solrock
"
"4019"," Mineral
"
"4020"," —
"
"4021"," 25
"
"4022"," —
"
"4023"," 6656
"
"4024"," 6630
"
"4025"," 6425
"
"4026"," 6400
"
"4027"," 339
"
"4028"," 
"
"4029"," Barboach
"
"4030"," Water 2
"
"4031"," —
"
"4032"," 20
"
"4033"," —
"
"4034"," 5376
"
